1,1,0.65,2,2,0.65,2.136,2,1,1.1,10,11,1.1,1,1
2,1,1.318,1,1,1.318,2.492,1,1,1.1,11,10,1.1,2,1
3,1,0.856,2,2,0.856,2.548,2,1,1.1,20,22,1.1,3,1
4,1,0.967,2,2,0.967,3.263,1,0,1.1,22,20,1.1,4,1
5,1,0.796,1,1,0.796,3.26,2,0,1.1,30,33,1.1,5,1
6,1,4.233,2,2,4.233,3.421,1,0,1.1,33,30,1.1,6,1
7,1,2.054,1,1,2.054,3.124,2,0,1.133333333,15,17,1.133333333,7,1
8,1,5.527,1,1,5.527,1.71,1,1,1.133333333,17,15,1.133333333,8,1
9,1,0.747,1,1,0.747,8.377,2,0,1.133333333,30,34,1.133333333,9,1
10,1,0.754,1,1,0.754,2.452,1,1,1.133333333,34,30,1.133333333,10,1
11,1,1.811,1,1,1.811,2.81,2,0,1.133333333,45,51,1.133333333,11,1
12,1,6.897,1,1,6.897,5.528,1,1,1.133333333,51,45,1.133333333,12,1
13,1,0.667,1,1,0.667,2.616,2,0,1.066666667,30,32,1.066666667,13,1
14,1,0.649,1,1,0.649,0,1,1,1.066666667,32,30,1.066666667,14,1
15,1,1.145,1,1,1.145,0,2,0,1.066666667,60,64,1.066666667,15,1
16,1,1.248,2,2,1.248,2.711,1,0,1.066666667,64,60,1.066666667,16,1
17,1,0.644,2,2,0.644,9.004,2,1,1.066666667,90,96,1.066666667,17,1
18,1,0.643,1,1,0.643,0,1,1,1.066666667,96,90,1.066666667,18,1
19,1,1.585,1,1,1.585,22.319,2,0,1.363636364,22,30,1.363636364,19,1
20,1,2.363,1,1,2.363,5.91,1,1,1.363636364,30,22,1.363636364,20,1
21,1,0.751,1,1,0.751,0,2,0,1.363636364,44,60,1.363636364,21,1
22,1,11.135,1,1,11.135,2.214,1,1,1.363636364,60,44,1.363636364,22,1
23,1,0.727,1,1,0.727,10.875,2,0,1.363636364,66,90,1.363636364,23,1
24,1,0.723,1,1,0.723,0,1,1,1.363636364,90,66,1.363636364,24,1
25,1,0.679,2,2,0.679,4.868,2,1,1.12,25,28,1.12,25,1
26,1,3.892,1,1,3.892,3.489,1,1,1.12,28,25,1.12,26,1
27,1,1.174,1,1,1.174,3.357,2,0,1.12,50,56,1.12,27,1
28,1,0.645,1,1,0.645,3.508,1,1,1.12,56,50,1.12,28,1
29,1,1.395,1,1,1.395,3.835,2,0,1.12,75,84,1.12,29,1
30,1,1.651,1,1,1.651,4.193,1,1,1.12,84,75,1.12,30,1
31,1,1.31,1,1,1.31,3.052,2,0,1.25,20,25,1.25,31,1
32,1,0.657,1,1,0.657,2.989,1,1,1.25,25,20,1.25,32,1
33,1,1.429,2,2,1.429,3.365,2,1,1.25,40,50,1.25,33,1
34,1,0.644,1,1,0.644,4.671,1,1,1.25,50,40,1.25,34,1
35,1,0.643,1,1,0.643,3.466,2,0,1.25,60,75,1.25,35,1
36,1,0.665,1,1,0.665,3.364,1,1,1.25,75,60,1.25,36,1
37,1,0.665,,,0.665,2.302,2,0,1.166666667,30,35,1.166666667,37,1
38,1,0.682,2,2,0.682,0,1,0,1.166666667,35,30,1.166666667,38,1
39,1,0.663,2,2,0.663,4.329,2,1,1.166666667,60,70,1.166666667,39,1
40,1,0.776,1,1,0.776,2.521,1,1,1.166666667,70,60,1.166666667,40,1
41,1,0.664,1,1,0.664,2.449,2,0,1.166666667,90,105,1.166666667,41,1
42,1,0.668,1,1,0.668,2.552,1,1,1.166666667,105,90,1.166666667,42,1
43,1,0.648,2,2,0.648,3.006,2,1,1.3,20,26,1.3,43,1
44,1,0.669,1,1,0.669,3.251,1,1,1.3,26,20,1.3,44,1
45,1,0.667,1,1,0.667,2.668,2,0,1.3,40,52,1.3,45,1
46,1,0.67,1,1,0.67,2.728,1,1,1.3,52,40,1.3,46,1
47,1,0.891,1,1,0.891,2.679,2,0,1.3,60,78,1.3,47,1
48,1,0.955,1,1,0.955,3.468,1,1,1.3,78,60,1.3,48,1
49,1,0.978,2,2,0.978,5.365,2,1,1.1,10,11,1.1,49,1
50,1,0.707,1,1,0.707,2.96,1,1,1.1,11,10,1.1,50,1
51,1,1.739,2,2,1.739,2.708,2,1,1.1,20,22,1.1,51,1
52,1,0.659,1,1,0.659,3.073,1,1,1.1,22,20,1.1,52,1
53,1,0.721,2,2,0.721,3.339,2,1,1.1,30,33,1.1,53,1
54,1,1.207,1,1,1.207,3.15,1,1,1.1,33,30,1.1,54,1
55,1,1.512,2,2,1.512,3.667,2,1,1.133333333,15,17,1.133333333,55,1
56,1,0.798,2,2,0.798,3.025,1,0,1.133333333,17,15,1.133333333,56,1
57,1,0.793,2,2,0.793,2.714,2,1,1.133333333,30,34,1.133333333,57,1
58,1,1.034,1,1,1.034,3.651,1,1,1.133333333,34,30,1.133333333,58,1
59,1,0.719,2,2,0.719,0,2,1,1.133333333,45,51,1.133333333,59,1
60,1,0.665,1,1,0.665,6.301,1,1,1.133333333,51,45,1.133333333,60,1
61,1,0.653,2,2,0.653,5.679,2,1,1.066666667,30,32,1.066666667,61,1
62,1,5.92,2,2,5.92,2.134,1,0,1.066666667,32,30,1.066666667,62,1
63,1,4.591,2,2,4.591,6.169,2,1,1.066666667,60,64,1.066666667,63,1
64,1,0.662,2,2,0.662,4.24,1,0,1.066666667,64,60,1.066666667,64,1
65,1,1.248,1,1,1.248,2.501,2,0,1.066666667,90,96,1.066666667,65,1
66,1,0.963,1,1,0.963,2.502,1,1,1.066666667,96,90,1.066666667,66,1
67,1,0.646,2,2,0.646,0,2,1,1.363636364,22,30,1.363636364,67,1
68,1,2.257,1,1,2.257,2.112,1,1,1.363636364,30,22,1.363636364,68,1
69,1,0.656,1,1,0.656,2.66,2,0,1.363636364,44,60,1.363636364,69,1
70,1,0.798,1,1,0.798,2.789,1,1,1.363636364,60,44,1.363636364,70,1
71,1,0.7,1,1,0.7,11.897,2,0,1.363636364,66,90,1.363636364,71,1
72,1,1.552,1,1,1.552,3.453,1,1,1.363636364,90,66,1.363636364,72,1
73,1,1.168,2,2,1.168,2.582,2,1,1.12,25,28,1.12,73,1
74,1,1.351,1,1,1.351,2.991,1,1,1.12,28,25,1.12,74,1
75,1,3.803,2,2,3.803,2.779,2,1,1.12,50,56,1.12,75,1
76,1,0.817,2,2,0.817,0,1,0,1.12,56,50,1.12,76,1
77,1,0.742,2,2,0.742,3.677,2,1,1.12,75,84,1.12,77,1
78,1,0.651,1,1,0.651,2.746,1,1,1.12,84,75,1.12,78,1
79,1,0.868,1,1,0.868,3.038,2,0,1.25,20,25,1.25,79,1
80,1,0.668,1,1,0.668,8.152,1,1,1.25,25,20,1.25,80,1
81,1,0.651,2,2,0.651,0,2,1,1.25,40,50,1.25,81,1
82,1,1.913,1,1,1.913,3.411,1,1,1.25,50,40,1.25,82,1
83,1,1.207,1,1,1.207,3.274,2,0,1.25,60,75,1.25,83,1
84,1,1.435,1,1,1.435,2.852,1,1,1.25,75,60,1.25,84,1
85,1,0.702,2,2,0.702,2.894,2,1,1.166666667,30,35,1.166666667,85,1
86,1,1.125,1,1,1.125,3.162,1,1,1.166666667,35,30,1.166666667,86,1
87,1,0.665,2,2,0.665,3.916,2,1,1.166666667,60,70,1.166666667,87,1
88,1,0.821,1,1,0.821,3.433,1,1,1.166666667,70,60,1.166666667,88,1
89,1,0.686,1,1,0.686,9.333,2,0,1.166666667,90,105,1.166666667,89,1
90,1,5.088,2,2,5.088,3.579,1,0,1.166666667,105,90,1.166666667,90,1
91,1,0.964,2,2,0.964,2.689,2,1,1.3,20,26,1.3,91,1
