41,11,1,26,36,87,0.586206897,-51,2601,51,0.586206897,0,1
42,11,2,16,23,37,0.378378378,-14,196,14,0.378378378,0,1
43,11,3,33,10,99,0.898989899,-89,7921,89,0.898989899,0,1
44,11,4,22,19,69,0.724637681,-50,2500,50,0.724637681,0,1
45,11,5,15,41,33,0.242424242,8,64,8,0.242424242,0,1
46,11,6,38,23,111,0.792792793,-88,7744,88,0.792792793,0,1
47,11,7,36,15,111,0.864864865,-96,9216,96,0.864864865,0,1
48,11,8,23,52,69,0.246376812,-17,289,17,0.246376812,0,1
49,11,9,25,61,69,0.115942029,-8,64,8,0.115942029,0,1
50,11,10,24,39,69,0.434782609,-30,900,30,0.434782609,0,1
51,11,11,9,18,29,0.379310345,-11,121,11,0.379310345,0,1
52,11,12,13,39,33,0.181818182,6,36,6,0.181818182,0,1
53,11,13,19,22,37,0.405405405,-15,225,15,0.405405405,0,1
54,11,14,10,21,29,0.275862069,-8,64,8,0.275862069,0,1
55,11,15,34,49,99,0.505050505,-50,2500,50,0.505050505,0,1
56,11,16,8,19,29,0.344827586,-10,100,10,0.344827586,0,1
57,11,17,10,35,29,0.206896552,6,36,6,0.206896552,0,1
58,11,18,7,31,29,0.068965517,2,4,2,0.068965517,0,1
59,11,19,10,21,29,0.275862069,-8,64,8,0.275862069,0,1
60,11,20,18,60,37,0.621621622,23,529,23,0.621621622,0,1
61,11,21,13,50,33,0.515151515,17,289,17,0.515151515,0,1
62,11,22,37,9,111,0.918918919,-102,10404,102,0.918918919,0,1
63,11,23,18,61,37,0.648648649,24,329476,574,0.648648649,1,1
64,11,24,8,19,29,0.344827586,-10,100,10,0.344827586,0,1
65,11,25,37,24,111,0.783783784,-87,7569,87,0.783783784,0,1
66,11,26,40,16,111,0.855855856,-95,9025,95,0.855855856,0,1
67,11,27,18,70,37,0.891891892,33,1089,33,0.891891892,0,1
68,11,28,5,21,23,0.086956522,-2,4,2,0.086956522,0,1
69,11,29,11,15,33,0.545454545,-18,324,18,0.545454545,0,1
70,11,30,17,42,37,0.135135135,5,25,5,0.135135135,0,1
71,11,31,24,60,69,0.130434783,-9,81,9,0.130434783,0,1
72,11,32,11,16,33,0.515151515,-17,289,17,0.515151515,0,1
73,11,33,25,60,69,0.130434783,-9,81,9,0.130434783,0,1
74,11,34,29,71,87,0.183908046,-16,256,16,0.183908046,0,1
75,11,35,9,30,29,0.034482759,1,1,1,0.034482759,0,1
76,11,36,5,40,23,0.739130435,17,289,17,0.739130435,0,1
77,11,37,12,38,33,0.151515152,5,120409,347,0.151515152,0,1
78,11,38,13,20,33,0.393939394,-13,169,13,0.393939394,0,1
79,11,39,17,39,37,0.054054054,2,4,2,0.054054054,0,1
80,11,40,21,28,69,0.594202899,-41,1681,41,0.594202899,0,1
81,12,1,11,45,33,0.363636364,12,144,12,0.363636364,0,2
82,12,2,33,64,99,0.353535354,-35,1225,35,0.353535354,0,2
83,12,3,2,123,23,4.347826087,100,10000,100,4.347826087,0,2
84,12,4,38,156,111,0.405405405,45,2025,45,0.405405405,0,2
85,12,5,30,145,87,0.666666667,58,1874161,1369,0.666666667,1,2
86,12,6,20,45,37,0.216216216,8,175561,419,0.216216216,1,2
87,12,7,24,100,69,0.449275362,31,961,31,0.449275362,0,2
88,12,8,10,25,29,0.137931034,-4,16,4,0.137931034,0,2
89,12,9,19,120,37,2.243243243,83,6889,83,2.243243243,0,2
90,12,10,39,56,111,0.495495495,-55,3025,55,0.495495495,0,2
91,12,11,22,15,69,0.782608696,-54,2916,54,0.782608696,0,2
92,12,12,21,123,69,0.782608696,54,2916,54,0.782608696,0,2
93,12,13,10,77,29,1.655172414,48,2304,48,1.655172414,0,2
94,12,14,20,78,37,1.108108108,41,565504,752,1.108108108,1,2
95,12,15,25,48,69,0.304347826,-21,173889,417,0.304347826,1,2
96,12,16,28,100,87,0.149425287,13,833569,913,0.149425287,1,2
97,12,17,16,79,37,1.135135135,42,1764,42,1.135135135,0,2
98,12,18,15,96,33,1.909090909,63,3969,63,1.909090909,0,2
99,12,19,40,23,111,0.792792793,-88,7744,88,0.792792793,0,2
100,12,20,2,56,23,1.434782609,33,1089,33,1.434782609,0,2
101,12,21,36,15,111,0.864864865,-96,9216,96,0.864864865,0,2
102,12,22,37,45,111,0.594594595,-66,4356,66,0.594594595,0,2
103,12,23,32,78,99,0.212121212,-21,476100,690,0.212121212,1,2
104,12,24,4,75,23,2.260869565,52,2704,52,2.260869565,0,2
105,12,25,11,17,33,0.484848485,-16,256,16,0.484848485,0,2
106,12,26,14,185,33,4.606060606,152,23104,152,4.606060606,0,2
107,12,27,28,123,87,0.413793103,36,1296,36,0.413793103,0,2
108,12,28,6,45,29,0.551724138,16,184900,430,0.551724138,1,2
109,12,29,29,64,87,0.264367816,-23,311364,558,0.264367816,1,2
110,12,30,5,58,23,1.52173913,35,1225,35,1.52173913,0,2
111,12,31,27,78,87,0.103448276,-9,492804,702,0.103448276,1,2
112,12,32,20,156,37,3.216216216,119,14161,119,3.216216216,0,2
113,12,33,32,156,99,0.575757576,57,3249,57,0.575757576,0,2
114,12,34,29,156,87,0.793103448,69,4761,69,0.793103448,0,2
115,12,35,37,23,111,0.792792793,-88,7744,88,0.792792793,0,2
116,12,36,36,15,111,0.864864865,-96,9216,96,0.864864865,0,2
117,12,37,14,123,33,2.727272727,90,8100,90,2.727272727,0,2
118,12,38,28,41,87,0.528735632,-46,2116,46,0.528735632,0,2
119,12,39,8,45,29,0.551724138,16,256,16,0.551724138,0,2
120,12,40,2,12,23,0.47826087,-11,121,11,0.47826087,0,2
121,13,1,12,100,33,2.03030303,67,4489,67,2.03030303,0,3
122,13,2,25,99,69,0.434782609,30,848241,921,0.434782609,1,3
123,13,3,11,45,33,0.363636364,12,144,12,0.363636364,0,3
124,13,4,33,36,99,0.636363636,-63,3969,63,0.636363636,0,3
125,13,5,40,52,111,0.531531532,-59,3481,59,0.531531532,0,3
126,13,6,30,100,87,0.149425287,13,833569,913,0.149425287,1,3
127,13,7,14,40,33,0.212121212,7,15737089,3967,0.212121212,1,3
128,13,8,24,99,69,0.434782609,30,900,30,0.434782609,0,3
129,13,9,5,41,23,0.782608696,18,149769,387,0.782608696,0,3
130,13,10,37,25,111,0.774774775,-86,7396,86,0.774774775,0,3
131,13,11,36,122,111,0.099099099,11,121,11,0.099099099,0,3
132,13,12,33,4,99,0.95959596,-95,9025,95,0.95959596,0,3
133,13,13,11,96,33,1.909090909,63,3969,63,1.909090909,0,3
134,13,14,24,50,69,0.275362319,-19,361,19,0.275362319,0,3
135,13,15,1,70,23,2.043478261,47,2209,47,2.043478261,0,3
136,13,16,18,79,37,1.135135135,42,580644,762,1.135135135,1,3
137,13,17,13,12,33,0.636363636,-21,441,21,0.636363636,0,3
138,13,18,7,40,29,0.379310345,11,121,11,0.379310345,0,3
139,13,19,8,85,29,1.931034483,56,3136,56,1.931034483,0,3
140,13,20,17,122,37,2.297297297,85,7225,85,2.297297297,0,3
141,13,21,4,45,23,0.956521739,22,185761,431,0.956521739,1,3
